[Video Information]
y: 95
width: 41
height: 102

Frame: 906
x: 383
y: 97
width: 41
height: 102

Frame: 907
x: 386
y: 97
width: 41
height: 102

Frame: 908
x: 389
y: 98
width: 45
height: 108

Frame: 909
x: 390
y: 89
width: 50
height: 118

Frame: 910
x: 397
y: 92
width: 50
height: 118

Frame: 911
x: 402
y: 94
width: 50
height: 118

Frame: 912
x: 409
y: 94
width: 50
height: 118

Frame: 913
x: 414
y: 94
width: 54
height: 123

Frame: 914
x: 417
y: 95
width: 54
height: 123

Frame: 915
x: 431
y: 93
width: 49
height: 132

Frame: 916
x: 442
y: 93
width: 39
height: 138

Frame: 917
x: 444
y: 93
width: 36
height: 132

Frame: 918
x: 449
y: 93
width: 31
height: 132

Object Number #38
Region Description:
Region 38
Start Frame:863
End Frame:933
Region Descriptors (0):
Region frames data
Frame: 863
x: 0
y: 91
width: 33
height: 101

Frame: 864
x: 0
y: 91
width: 34
height: 101

Frame: 865
x: 0
y: 91
width: 35
height: 101

Frame: 866
x: 0
y: 91
width: 40
height: 101

Frame: 867
x: 7
y: 89
width: 45
height: 106

Frame: 868
x: 12
y: 92
width: 45
height: 106

Frame: 869
x: 17
y: 92
width: 45
height: 106

Frame: 870
x: 21
y: 90
width: 38
height: 106

Frame: 871
x: 27
y: 91
width: 38
height: 106

Frame: 872
x: 37
y: 91
width: 38
height: 106

Frames: 873 to 874
x: 39
y: 91
width: 38
height: 106

Frame: 875
x: 45
y: 91
width: 38
height: 106

Frame: 876
x: 49
y: 91
width: 38
height: 106

Frame: 877
x: 50
y: 91
width: 45
height: 115

Frame: 878
x: 56
y: 91
width: 45
height: 115

Frame: 879
x: 59
y: 91
width: 45
height: 115

Frame: 880
x: 64
y: 93
width: 45
height: 115

Frame: 881
x: 68
y: 93
width: 45
height: 115

Frame: 882
x: 73
y: 93
width: 45
height: 115

Frame: 883
x: 77
y: 94
width: 45
height: 115

Frame: 884
x: 80
y: 94
width: 45
height: 115

Frame: 885
x: 87
y: 94
width: 45
height: 115

Frame: 886
x: 94
y: 94
width: 45
height: 115

Frame: 887
x: 99
y: 94
width: 45
height: 115

Frame: 888
x: 107
y: 94
width: 45
height: 117

Frame: 889
x: 113
y: 95
width: 45
height: 117

Frame: 890
x: 116
y: 96
width: 45
height: 117

Frame: 891
x: 120
y: 96
width: 45
height: 117

Frame: 892
x: 128
y: 96
width: 45
height: 117

Frame: 893
x: 134
y: 95
width: 51
height: 128

Frame: 894
x: 138
y: 95
width: 51
height: 128

Frame: 895
x: 144
y: 92
width: 51
height: 128

Frame: 896
x: 149
y: 89
width: 48
height: 132

Frame: 897
x: 153
y: 89
width: 48
height: 132

Frame: 898
x: 158
y: 89
width: 48
height: 132

Frame: 899
x: 170
y: 90
width: 48
height: 132

Frame: 900
x: 178
y: 91
width: 48
height: 132

Frame: 901
x: 182
y: 91
width: 48
height: 132

Frame: 902
x: 187
y: 92
width: 48
height: 132

Frame: 903
x: 191
y: 92
width: 48
height: 141

Frame: 904
x: 197
y: 92
width: 48
height: 141

Frame: 905
x: 205
y: 93
width: 48
height: 141

Frame: 906
x: 214
y: 93
width: 48
height: 141

Frame: 907
x: 220
y: 93
width: 48
height: 141

Frame: 908
x: 225
y: 93
width: 48
height: 141

Frame: 909
x: 233
y: 93
width: 48
height: 141

Frame: 910
x: 237
y: 93
width: 48
height: 141

Frame: 911
x: 244
y: 93
width: 48
height: 141

Frame: 912
x: 254
y: 93
width: 48
height: 141

Frame: 913
x: 269
y: 92
width: 54
height: 146

Frame: 914
x: 280
y: 94
width: 54
height: 146

Frame: 915
x: 285
y: 92
width: 54
height: 146

Frame: 916
x: 293
y: 92
width: 54
height: 146

Frame: 917
x: 300
y: 92
width: 61
height: 152

Frame: 918
x: 310
y: 92
width: 61
height: 152

Frame: 919
x: 317
y: 92
width: 61
height: 152

Frame: 920
x: 319
y: 92
width: 61
height: 152

Frame: 921
x: 330
y: 92
width: 61
height: 152

Frame: 922
x: 340
y: 92
width: 61
height: 152

Frame: 923
x: 350
y: 92
width: 61
height: 152

Frame: 924
x: 357
y: 92
width: 61
height: 152

Frame: 925
x: 373
y: 92
width: 60
height: 155

Frame: 926
x: 383
y: 93
width: 60
height: 155

Frame: 927
x: 388
y: 92
width: 60
height: 155

Frame: 928
x: 396
y: 92
width: 60
height: 155

Frame: 929
x: 410
y: 91
width: 62
height: 160

Frame: 930
x: 416
y: 91
width: 62
height: 160

Frame: 931
x: 425
y: 91
width: 56
height: 160

Frame: 932
x: 437
y: 91
width: 44
height: 160

Frame: 933
x: 448
y: 91
width: 33
height: 160

Object Number #39
Region Description:
Region 39
Start Frame:859
End Frame:1097
Region Descriptors (0):
Region frames data
Frames: 859 to 861
x: 286
y: 94
width: 17
height: 38

Frames: 862 to 872
x: 287
y: 94
width: 17
height: 38

Frames: 873 to 874
x: 286
y: 95
width: 17
height: 38

Frames: 875 to 878
x: 285
y: 95
width: 17
height: 38

Frames: 879 to 880
x: 285
y: 96
width: 17
height: 38

Frames: 881 to 882
x: 286
y: 96
width: 17
height: 38

Frames: 883 to 885
x: 286
y: 97
width: 19
height: 42

Frame: 886
x: 287
y: 97
width: 19
height: 42

Frames: 887 to 889
x: 287
y: 98
width: 19
height: 42

Frames: 890 to 893
x: 288
y: 98
width: 18
height: 43

Frame: 894
x: 289
y: 99
width: 18
height: 43

Frames: 895 to 896
x: 290
y: 99
width: 18
height: 43

Frames: 897 to 901
x: 291
y: 99
width: 18
height: 43

Frame: 902
x: 292
y: 99
width: 18
height: 43

Frames: 903 to 904
x: 293
y: 99
width: 18
height: 43

Frame: 905
x: 294
y: 99
width: 18
height: 43

Frames: 906 to 909
x: 295
y: 99
width: 18
height: 43

Frames: 910 to 911
x: 295
y: 100
width: 20
height: 44

Frames: 912 to 914
x: 295
y: 94
width: 20
height: 50

Frames: 915 to 919
x: 296
y: 95
width: 20
height: 50

Frames: 920 to 921
x: 294
y: 95
width: 22
height: 54

Frames: 922 to 923
x: 295
y: 95
width: 22
height: 54

Frames: 924 to 933
x: 295
y: 97
width: 22
height: 54

Frame: 934
x: 294
y: 97
width: 22
height: 54

Frame: 935
x: 292
y: 98
width: 22
height: 54

Frame: 936
x: 289
y: 98
width: 25
height: 59

Frame: 937
x: 288
y: 99
width: 25
height: 59

Frame: 938
x: 285
y: 99
width: 25
height: 59

Frames: 939 to 940
x: 283
y: 99
width: 25
height: 59

Frames: 941 to 942
x: 281
y: 100
width: 25
height: 59

Frame: 943
x: 280
y: 95
width: 24
height: 64

Frame: 944
x: 279
y: 95
width: 24
height: 64

Frame: 945
x: 277
y: 95
width: 24
height: 64

Frame: 946
x: 275
y: 95
width: 24
height: 64

Frame: 947
x: 273
y: 95
width: 24
height: 64

Frame: 948
x: 269
y: 95
width: 26
height: 65

Frame: 949
x: 266
y: 96
width: 26
height: 65

Frame: 950
x: 261
y: 96
width: 26
height: 65

Frames: 951 to 952
x: 260
y: 96
width: 26
height: 65

Frame: 953
x: 257
y: 96
width: 26
height: 65

Frame: 954
x: 255
y: 96
width: 26
height: 65

Frame: 955
x: 252
y: 96
width: 26
height: 65

Frame: 956
x: 249
y: 96
width: 26
height: 65

Frame: 957
x: 246
y: 96
width: 26
height: 65

Frame: 958
x: 242
y: 96
width: 26
height: 65

Frame: 959
x: 236
y: 96
width: 26
height: 65

Frame: 960
x: 232
y: 96
width: 26
height: 65

Frame: 961
x: 226
y: 96
width: 26
height: 65

Frame: 962
x: 222
y: 96
width: 26
height: 65

Frame: 963
x: 219
y: 96
width: 26
height: 65

Frame: 964
x: 217
y: 96
width: 26
height: 65

Frame: 965
x: 214
y: 96
width: 26
height: 65

Frame: 966
x: 212
y: 96
width: 26
height: 65

Frame: 967
x: 211
y: 96
width: 26
height: 65

Frame: 968
x: 208
y: 96
width: 26
height: 65

Frame: 969
x: 204
y: 96
width: 26
height: 65

Frame: 970
x: 202
y: 96
width: 26
height: 65

Frame: 971
x: 198
y: 96
width: 26
height: 65

Frame: 972
x: 195
y: 96
width: 26
height: 65

Frame: 973
x: 193
y: 96
width: 26
height: 62

Frame: 974
x: 190
y: 96
width: 26
height: 62

Frame: 975
x: 188
y: 96
width: 26
height: 62

Frame: 976
x: 183
y: 95
width: 26
height: 62

Frame: 977
x: 182
y: 95
width: 26
height: 62

Frame: 978
x: 176
y: 95
width: 26
height: 62

Frames: 979 to 980
x: 175
y: 95
width: 26
height: 62

Frame: 981
x: 171
y: 95
width: 26
height: 62

Frame: 982
x: 167
y: 95
width: 26
height: 62

Frame: 983
x: 165
y: 95
width: 26
height: 62

Frames: 984 to 985
x: 162
y: 95
width: 26
height: 62

Frame: 986
x: 158
y: 95
width: 26
height: 62

Frame: 987
x: 157
y: 95
width: 26
height: 62

Frame: 988
x: 153
y: 95
width: 26
height: 62

Frame: 989
x: 152
y: 95
width: 26
height: 62

Frame: 990
x: 151
y: 95
width: 24
height: 60

Frame: 991
x: 149
y: 95
width: 24
height: 60

Frame: 992
x: 146
y: 95
width: 24
height: 60

Frame: 993
x: 144
y: 95
width: 24
height: 60

Frame: 994
x: 143
y: 95
width: 24
height: 60

Frame: 995
x: 140
y: 94
width: 24
height: 60

Frame: 996
x: 137
y: 94
width: 24
height: 60

Frame: 997
x: 135
y: 93
width: 24
height: 60

Frame: 998
x: 135
y: 96
width: 22
height: 57

Frame: 999
x: 131
y: 96
width: 22
height: 57

Frame: 1000
x: 128
y: 96
width: 22
height: 57

Frame: 1001
x: 127
y: 96
width: 22
height: 57

Frame: 1002
x: 125
y: 95
width: 22
height: 57

Frame: 1003
x: 124
y: 95
width: 22
height: 57

Frame: 1004
x: 121
y: 94
width: 22
height: 57

Frame: 1005
x: 119
y: 94
width: 22
height: 57

Frame: 1006
x: 120
y: 96
width: 21
height: 55

Frames: 1007 to 1008
x: 118
y: 96
width: 21
height: 55

Frame: 1009
x: 117
y: 96
width: 21
height: 55

Frames: 1010 to 1011
x: 114
y: 96
width: 21
height: 55

Frame: 1012
x: 111
y: 96
width: 21
height: 55

Frame: 1013
x: 109
y: 96
width: 21
height: 55

Frame: 1014
x: 108
y: 95
width: 21
height: 55

Frame: 1015
x: 107
y: 95
width: 21
height: 55

Frame: 1016
x: 106
y: 95
width: 21
height: 55

Frames: 1017 to 1018
x: 104
y: 95
width: 21
height: 50

Frames: 1019 to 1020
x: 101
y: 95
width: 21
height: 50

Frame: 1021
x: 98
y: 95
width: 21
height: 50

Frame: 1022
x: 97
y: 95
width: 21
height: 50

Frame: 1023
x: 95
y: 95
width: 21
height: 50

Frame: 1024
x: 93
y: 95
width: 21
height: 50

Frame: 1025
x: 90
y: 95
width: 21
height: 50

Frame: 1026
x: 89
y: 95
width: 21
height: 50

Frame: 1027
x: 86
y: 95
width: 21
height: 50

Frames: 1028 to 1031
x: 82
y: 95
width: 21
height: 50

Frame: 1032
x: 80
y: 95
width: 21
height: 50

Frame: 1033
x: 79
y: 95
width: 21
height: 50

Frame: 1034
x: 77
y: 95
width: 21
height: 50

Frame: 1035
x: 76
y: 95
width: 21
height: 50

Frame: 1036
x: 75
y: 95
width: 21
height: 47

Frame: 1037
x: 74
y: 95
width: 21
height: 47

Frame: 1038
x: 73
y: 95
width: 21
height: 47

Frame: 1039
x: 71
y: 95
width: 21
height: 47

Frame: 1040
x: 70
y: 95
width: 21
height: 47

Frame: 1041
x: 69
y: 95
width: 21
height: 47

Frames: 1042 to 1044
x: 68
y: 95
width: 21
height: 47

Frame: 1045
x: 66
y: 94
width: 21
height: 47

Frame: 1046
x: 64
y: 94
width: 21
height: 47

Frame: 1047
x: 63
y: 94
width: 21
height: 47

Frame: 1048
x: 62
y: 94
width: 21
height: 47

Frames: 1049 to 1051
x: 60
y: 94
width: 21
height: 47

Frame: 1052
x: 59
y: 93
width: 21
height: 47

Frames: 1053 to 1054
x: 58
y: 93
width: 21
height: 47

Frame: 1055
x: 57
y: 93
width: 21
height: 47

Frame: 1056
x: 56
y: 93
width: 21
height: 47

Frame: 1057
x: 53
y: 93
width: 21
height: 47

Frame: 1058
x: 52
y: 93
width: 21
height: 47

Frame: 1059
x: 50
y: 93
width: 21
height: 47

Frame: 1060
x: 49
y: 93
width: 21
height: 47

Frame: 1061
x: 47
y: 93
width: 21
height: 47

Frame: 1062
x: 46
y: 93
width: 21
height: 47

Frame: 1063
x: 45
y: 93
width: 21
height: 47

Frame: 1064
x: 44
y: 93
width: 21
height: 47

Frame: 1065
x: 43
y: 93
width: 21
height: 47

Frame: 1066
x: 41
y: 93
width: 21
height: 47

Frame: 1067
x: 38
y: 94
width: 20
height: 46

Frame: 1068
x: 37
y: 93
width: 20
height: 46

Frame: 1069
x: 36
y: 92
width: 20
height: 46

Frames: 1070 to 1071
x: 35
y: 92
width: 20
height: 46

Frame: 1072
x: 33
y: 94
width: 21
height: 44

Frame: 1073
x: 31
y: 94
width: 21
height: 44

Frame: 1074
x: 30
y: 94
width: 21
height: 44

Frame: 1075
x: 29
y: 94
width: 21
height: 44

Frame: 1076
x: 28
y: 94
width: 21
height: 44

Frames: 1077 to 1078
x: 26
y: 94
width: 21
height: 44

Frame: 1079
x: 25
y: 94
width: 21
height: 44

Frames: 1080 to 1081
x: 22
y: 94
width: 21
height: 44

Frame: 1082
x: 20
y: 94
width: 21
height: 44

Frame: 1083
x: 19
y: 93
width: 21
height: 44

Frame: 1084
x: 18
y: 93
width: 21
height: 44

Frames: 1085 to 1086
x: 15
y: 93
width: 21
height: 44

Frame: 1087
x: 14
y: 93
width: 21
height: 44

Frame: 1088
x: 12
y: 93
width: 21
height: 44

Frame: 1089
x: 10
y: 93
width: 21
height: 44

Frame: 1090
x: 7
y: 93
width: 21
height: 44

Frame: 1091
x: 5
y: 93
width: 21
height: 44

Frame: 1092
x: 5
y: 94
width: 21
height: 44

Frame: 1093
x: 2
y: 94
width: 21
height: 44

Frames: 1094 to 1095
x: 0
y: 94
width: 21
height: 44

Frame: 1096
x: 0
y: 94
width: 15
height: 44

Frame: 1097
x: 0
y: 94
width: 13
height: 44

Object Number #40
Region Description:
Region 40
Start Frame:932
End Frame:1054
Region Descriptors (0):
Region frames data
Frame: 932
x: 283
y: 101
width: 20
height: 49

Frames: 933 to 937
x: 285
y: 101
width: 20
height: 49

Frames: 938 to 941
x: 286
y: 101
width: 20
height: 49

Frames: 942 to 944
x: 287
y: 101
width: 20
height: 49

Frame: 945
x: 288
y: 101
width: 20
height: 49

Frame: 946
x: 289
y: 101
width: 20
height: 49

Frame: 947
x: 290
y: 101
width: 20
height: 49

Frame: 948
x: 291
y: 101
width: 20
height: 49

Frame: 949
x: 293
y: 101
width: 20
height: 49

Frames: 950 to 951
x: 294
y: 101
width: 20
height: 49

Frame: 952
x: 295
y: 100
width: 20
height: 54

Frames: 953 to 956
x: 296
y: 100
width: 20
height: 54

Frame: 957
x: 293
y: 101
width: 20
height: 54

Frame: 958
x: 292
y: 101
width: 20
height: 54

Frames: 959 to 963
x: 289
y: 99
width: 25
height: 60

Frame: 964
x: 288
y: 99
width: 25
height: 60

Frame: 965
x: 287
y: 98
width: 25
height: 60

Frame: 966
x: 286
y: 97
width: 25
height: 60

Frame: 967
x: 283
y: 97
width: 25
height: 60

Frames: 968 to 969
x: 280
y: 93
width: 27
height: 64

Frame: 970
x: 278
y: 93
width: 27
height: 64

Frame: 971
x: 276
y: 92
width: 27
height: 64

Frame: 972
x: 273
y: 92
width: 27
height: 64

Frame: 973
x: 271
y: 92
width: 27
height: 64

Frame: 974
x: 267
y: 92
width: 27
height: 64

Frame: 975
x: 263
y: 92
width: 27
height: 64

Frame: 976
x: 261
y: 92
width: 27
height: 64

Frame: 977
x: 258
y: 92
width: 27
height: 64

Frame: 978
x: 256
y: 92
width: 27
height: 64

Frame: 979
x: 253
y: 92
width: 27
height: 64

Frame: 980
x: 251
y: 92
width: 27
height: 64

Frame: 981
x: 248
y: 93
width: 27
height: 64

Frame: 982
x: 241
y: 93
width: 27
height: 64

Frame: 983
x: 239
y: 93
width: 27
height: 64

Frame: 984
x: 236
y: 93
width: 27
height: 64

Frame: 985
x: 234
y: 93
width: 27
height: 64

Frame: 986
x: 226
y: 93
width: 27
height: 64

Frame: 987
x: 218
y: 93
width: 27
height: 64

Frame: 988
x: 216
y: 93
width: 27
height: 64

Frame: 989
x: 210
y: 94
width: 27
height: 64

Frame: 990
x: 203
y: 94
width: 29
height: 68

Frame: 991
x: 200
y: 94
width: 29
height: 68

Frame: 992
x: 198
y: 94
width: 29
height: 68

Frame: 993
x: 195
y: 94
width: 29
height: 68

Frame: 994
x: 189
y: 94
width: 29
height: 68

Frame: 995
x: 185
y: 94
width: 29
height: 68

Frame: 996
x: 180
y: 94
width: 29
height: 68

Frame: 997
x: 176
y: 94
width: 29
height: 68

Frame: 998
x: 174
y: 94
width: 29
height: 68

Frame: 999
x: 167
y: 94
width: 29
height: 68

Frame: 1000
x: 161
y: 94
width: 29
height: 68

Frame: 1001
x: 159
y: 94
width: 29
height: 68

Frame: 1002
x: 154
y: 94
width: 29
height: 68

Frame: 1003
x: 151
y: 94
width: 29
height: 68

Frame: 1004
x: 146
y: 92
width: 26
height: 67

Frame: 1005
x: 143
y: 92
width: 26
height: 67

Frame: 1006
x: 138
y: 92
width: 26
height: 67

Frame: 1007
x: 134
y: 92
width: 26
height: 67

Frame: 1008
x: 129
y: 92
width: 26
height: 67

Frame: 1009
x: 124
y: 92
width: 26
height: 67

Frame: 1010
x: 120
y: 92
width: 26
height: 67

Frame: 1011
x: 114
y: 92
width: 26
height: 67

Frame: 1012
x: 110
y: 92
width: 26
height: 67

Frame: 1013
x: 106
y: 92
width: 26
height: 67

Frame: 1014
x: 103
y: 92
width: 26
height: 67

Frame: 1015
x: 101
y: 92
width: 26
height: 67

Frame: 1016
x: 100
y: 92
width: 26
height: 67

Frame: 1017
x: 96
y: 92
width: 26
height: 67

Frame: 1018
x: 92
y: 92
width: 26
height: 64

Frame: 1019
x: 89
y: 92
width: 26
height: 64

Frame: 1020
x: 85
y: 92
width: 26
height: 64

Frame: 1021
x: 83
y: 92
width: 26
height: 64

Frame: 1022
x: 80
y: 92
width: 26
height: 64

Frame: 1023
x: 76
y: 92
width: 26
height: 64

Frame: 1024
x: 73
y: 92
width: 26
height: 64

Frame: 1025
x: 71
y: 92
width: 26
height: 64

Frame: 1026
x: 67
y: 92
width: 26
height: 64

Frame: 1027
x: 65
y: 92
width: 26
height: 64

Frame: 1028
x: 63
y: 92
width: 26
height: 64

Frame: 1029
x: 60
y: 92
width: 26
height: 64

Frame: 1030
x: 57
y: 92
width: 26
height: 64

Frame: 1031
x: 55
y: 92
width: 26
height: 64

Frame: 1032
x: 54
y: 92
width: 26
height: 64

Frame: 1033
x: 51
y: 92
width: 26
height: 64

Frames: 1034 to 1035
x: 46
y: 94
width: 23
height: 62

Frame: 1036
x: 44
y: 94
width: 23
height: 62

Frame: 1037
x: 41
y: 94
width: 23
height: 62

Frame: 1038
x: 39
y: 93
width: 23
height: 62

Frame: 1039
x: 37
y: 92
width: 23
height: 62

Frame: 1040
x: 33
y: 92
width: 23
height: 62

Frame: 1041
x: 31
y: 91
width: 23
height: 62

Frame: 1042
x: 28
y: 91
width: 23
height: 62

Frame: 1043
x: 21
y: 91
width: 23
height: 62

Frame: 1044
x: 20
y: 91
width: 23
height: 62

Frame: 1045
x: 16
y: 91
width: 23
height: 62
